iso3,var_short,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,var_long,residence
ALB,s_sew_u,0.005264771376749484,-0.11907713220115679,2.6593418992881497,0.04234108715772431,0.8421107468318594,1,-22.854454434485415,51.70890886897083,52.61666414795297,56.57679469847602,8,10,Sewer,urban
ALB,s_shared_r,0.20502464861622102,-0.5899507027675579,1.3684638660611597,0.2579006358616573,0.7008528333228936,1,-3.549963701919723,13.099927403839446,10.395764269843776,1.8726933527150558,1,3,Shared,rural
ALB,s_shared_u,0.9410082393444451,0.8820164786888902,0.21363009075058778,15.951519820519835,0.15618569451737793,1,2.021630755940482,1.9567384881190364,-0.7474246458766345,0.045637815674104375,1,3,Shared,urban
AND,s_imp_r,0.5083798882681497,0.4636871508379815,2.6313389860563457e-14,11.374999999999696,0.006222596080615696,1,389.13273066509487,-772.2654613301897,-770.5706132578051,7.616339345494041e-27,11,13,Improved,rural
AND,s_imp_u,0.5083798882681497,0.4636871508379815,2.6313389860563457e-14,11.374999999999696,0.006222596080615696,1,389.13273066509487,-772.2654613301897,-770.5706132578051,7.616339345494041e-27,11,13,Improved,urban
AND,s_sew_r,0.5083798882681497,0.4636871508379815,2.6313389860563457e-14,11.374999999999696,0.006222596080615696,1,389.13273066509487,-772.2654613301897,-770.5706132578051,7.616339345494041e-27,11,13,Sewer,rural
AND,s_sew_u,0.5083798882681497,0.4636871508379815,2.6313389860563457e-14,11.374999999999696,0.006222596080615696,1,389.13273066509487,-772.2654613301897,-770.5706132578051,7.616339345494041e-27,11,13,Sewer,urban
ARG,s_imp_r,0.708785916946882,0.41757183389376396,2.700186954653942,2.4338998633441715,0.3628812119161461,1,-5.588860205844526,17.17772041168905,14.47355727769338,7.2910095900833305,1,3,Improved,rural
ARG,s_imp_u,0.6780420647587903,0.6136504777105483,1.5920784194695892,10.529979083304832,0.022822354553615188,1,-12.010199316947274,30.020398633894548,29.858129081060486,12.673568468703923,5,7,Improved,urban
ARG,s_od_u,0.0021805264252968055,-0.24727434196837894,1.1079594323860242,0.008741166044735675,0.9300067502853634,1,-7.912355720612295,21.82471144122459,21.199989848908757,4.9102964152526445,4,6,Open defecation,urban
ARG,s_sep_r,0.5142441289330244,0.028488257866048805,6.713671125575738,1.0586472744085904,0.49093067885100367,1,-8.321334908541319,22.642669817082638,19.938506683086967,45.0733799823894,1,3,Septic,rural
ARG,s_sep_u,0.3099325087408279,0.1719190104889935,1.87995672626411,2.245668088024922,0.19426377503427097,1,-13.173658214684693,32.347316429369386,32.185046876535324,17.671186463128347,5,7,Septic,urban
ARG,s_sew_r,0.8228928663394148,0.6457857326788297,0.8565731835577461,4.6462999503816595,0.27652993001444504,1,-2.144450606710482,10.288901213420964,7.584738079425293,0.7337176187902522,1,3,Sewer,rural
ARG,s_sew_u,0.8706422107132697,0.8447706528559237,2.171616387635619,33.65248492239739,0.0021456564842668208,1,-14.183219289795108,34.366438579590216,34.204169026756155,23.57958867523787,5,7,Sewer,urban
ARG,s_shared_r,0.023626213394787498,-0.9527475732104249,2.3111590779007907,0.024197918582937676,0.9017568413651321,1,-5.1221446586616315,16.244289317323265,13.540126183327592,5.341456283363233,1,3,Shared,rural
ARG,s_shared_u,0.4307312642154343,0.3168775170585212,1.0427837077427602,3.7831979620468776,0.10936195120187987,1,-9.048173359965032,24.096346719930064,23.934077167096003,5.436989305668691,5,7,Shared,urban
ARM,s_imp_r,0.0878710195126799,0.034216373601661076,2.1858471298504316,1.6377150202128943,0.21782905184615176,1,-40.761254258664344,87.52250851732869,90.35582545482801,81.22477047628128,17,19,Improved,rural
ARM,s_imp_u,0.8321781988560397,0.8216893362845422,0.41451577330583084,79.33922226394725,1.3397590826337832e-7,1,-8.629249753070848,23.258499506141696,25.92961477983019,2.749173221109295,16,18,Improved,urban
ARM,s_od_r,0.0027472527472577487,-0.9945054945054845,0.081537424832720945,0.0027548209366441475,0.9666167600123798,1,4.9111823245903725,-3.822364649180745,-6.526527783176416,0.0066483516483516174,1,3,Open defecation,rural
ARM,s_od_u,0.6768464823768985,0.35369296475379697,0.045679489139243544,2.0945044552054486,0.3849257752255638,1,6.649420524878842,-7.298841049757684,-10.003004183753355,0.0020866157280222688,1,3,Open defecation,urban
ARM,s_sep_r,0.8998524254374707,0.7997048508749414,1.287716844136398,8.985264289906771,0.2049892948632267,1,-3.3675094526252556,12.735018905250511,10.03085577125484,1.6582146706726042,1,3,Septic,rural
ARM,s_sep_u,0.02081053760881673,-0.9583789247823666,0.17144726069712823,0.021252820223368562,0.9078405832786227,1,2.681541565799464,0.6369168684010722,-2.0672462655945987,0.029394163200549047,1,3,Septic,urban
ARM,s_sew_r,0.04563228980244463,-0.010506987267999923,4.0673526327366005,0.8128407094588077,0.3798779544138282,1,-52.56004284886093,111.12008569772186,113.95340263522118,281.2370764634991,17,19,Sewer,rural
ARM,s_sew_u,0.8103940019713435,0.7985436270945525,2.8052628329465876,68.38551610367205,3.598120521944125e-7,1,-43.047796527839836,92.09559305567967,94.76670832936816,125.91199299058424,16,18,Sewer,urban
ARM,s_shared_r,0.45437083288507973,0.272494443846773,1.615758838164021,2.4982397951027076,0.21210724212411647,1,-8.216652182373576,22.43330436474715,21.261618102049454,7.832029869315441,3,5,Shared,rural
ARM,s_shared_u,0.6657060837870055,0.554274778382674,1.6116416624002265,5.974138787762318,0.09215399493479152,1,-8.203895234494,22.407790468988,21.2361042062903,7.792166543952497,3,5,Shared,urban
AUT,s_imp_r,0.1728417266220287,0.05467625899660422,3.5163747013132273e-4,1.4627092846610972,0.26575636359954585,1,59.9366565758509,-113.8733131517018,-113.28163941969314,8.655423728024982e-7,7,9,Improved,rural
AUT,s_imp_u,0.17284172661868422,0.054676258992782056,0.04556871884466486,1.46270928462688,0.2657563636046446,1,16.15727222140613,-26.314544442812263,-25.722870710803605,0.0145355569600088,7,9,Improved,urban
AZE,s_imp_r,0.9913521428898905,0.9870282143348357,1.9582388507381603,229.27116631725508,0.004333317374790098,1,-6.977641866765355,19.95528373353071,18.114166816890382,7.669398793080621,2,4,Improved,rural
AZE,s_imp_u,0.9105153162828963,0.8657729744243444,2.396273912693496,20.350193540637502,0.04579073768753621,1,-7.785119749869754,21.570239499739507,19.72912258309918,11.484257329310797,2,4,Improved,urban
AZE,s_od_r,0.010770450065275593,-0.48384432490208673,0.23663979404524665,0.02177543132630095,0.8962192211183806,1,1.4754048296989741,3.0491903406020517,1.2080734239617232,0.1119967842515535,2,4,Open defecation,rural
AZE,s_od_u,0.32262242937305563,-0.01606635594041661,0.047929792368466125,0.9525630707685041,0.4320013825958239,1,7.862612219478795,-9.72522443895759,-11.566341355597917,0.004594529992968547,2,4,Open defecation,urban
AZE,s_sep_r,0.5638479874044118,0.12769597480882355,2.3952539256607555,1.2927785981059468,0.4592418237774803,1,-5.229364912061486,16.458729824122972,13.754566690127302,5.737241368393261,1,3,Septic,rural
AZE,s_sep_u,0.4682821507981071,-0.06343569840378582,2.6539696850697894,0.8806966918658031,0.5202057770588825,1,-5.537066707081148,17.074133414162297,14.369970280166624,7.043555089269437,1,3,Septic,urban
AZE,s_sew_r,0.7455525868001432,0.6607367824001911,5.558775532162873,8.790255449143192,0.0593132373977382,1,-14.394517886510773,34.789035773021546,33.61734951032385,92.6999562509179,3,5,Sewer,rural
AZE,s_sew_u,0.317895652942607,0.0905275372568094,11.808754882407982,1.3981540550826848,0.322212990693694,1,-18.16183458439799,42.32366916879598,41.15198290609828,418.3400756183831,3,5,Sewer,urban
AZE,s_shared_r,1,NA,NA,NA,NA,1,Inf,-Inf,-Inf,0,0,2,Shared,rural
AZE,s_shared_u,1,NA,NA,NA,NA,1,Inf,-Inf,-Inf,0,0,2,Shared,urban
